Departing_Port,Arriving_Port,Airline,Month_Start,Flights,Departures_Delayed,Arrivals_Delayed
Sydney,Darwin,Qantas,2004-03-01,29,4.0,2.0
Sydney,Gold Coast,Qantas,2004-03-01,144,9.0,7.0
Sydney,Melbourne,Qantas,2004-03-01,862,58.0,35.0
Sydney,Perth,Qantas,2004-03-01,156,16.0,11.0
Townsville,Brisbane,Qantas,2004-03-01,95,12.0,13.0
Albury,Sydney,QantasLink,2004-03-01,120,17.0,16.0
Brisbane,Cairns,QantasLink,2004-03-01,1,1.0,1.0
Brisbane,Mackay,QantasLink,2004-03-01,103,5.0,7.0
Brisbane,Proserpine,QantasLink,2004-03-01,17,1.0,1.0
Brisbane,Rockhampton,QantasLink,2004-03-01,178,19.0,19.0
Brisbane,Townsville,QantasLink,2004-03-01,29,3.0,4.0
Broome,Perth,QantasLink,2004-03-01,38,4.0,3.0
Burnie,Melbourne,QantasLink,2004-03-01,108,16.0,26.0
Cairns,Brisbane,QantasLink,2004-03-01,1,1.0,1.0
Canberra,Melbourne,QantasLink,2004-03-01,77,10.0,12.0
Canberra,Sydney,QantasLink,2004-03-01,520,29.0,37.0
Coffs Harbour,Sydney,QantasLink,2004-03-01,178,27.0,26.0
Devonport,Melbourne,QantasLink,2004-03-01,150,12.0,20.0
Dubbo,Sydney,QantasLink,2004-03-01,142,7.0,7.0
Gold Coast,Melbourne,QantasLink,2004-03-01,31,0.0,0.0
Gold Coast,Sydney,QantasLink,2004-03-01,61,2.0,2.0
Hobart,Melbourne,QantasLink,2004-03-01,278,24.0,21.0
Kalgoorlie,Perth,QantasLink,2004-03-01,33,2.0,2.0
Launceston,Melbourne,QantasLink,2004-03-01,154,15.0,12.0
Mackay,Brisbane,QantasLink,2004-03-01,104,5.0,6.0
Melbourne,Burnie,QantasLink,2004-03-01,108,19.0,20.0
Melbourne,Canberra,QantasLink,2004-03-01,77,8.0,9.0
Melbourne,Devonport,QantasLink,2004-03-01,151,17.0,15.0
Melbourne,Gold Coast,QantasLink,2004-03-01,30,6.0,6.0
Melbourne,Hobart,QantasLink,2004-03-01,278,22.0,15.0
Melbourne,Launceston,QantasLink,2004-03-01,155,17.0,18.0
Melbourne,Mildura,QantasLink,2004-03-01,141,14.0,18.0
Melbourne,Newcastle,QantasLink,2004-03-01,98,15.0,23.0
Melbourne,Sunshine Coast,QantasLink,2004-03-01,29,4.0,6.0
Mildura,Melbourne,QantasLink,2004-03-01,141,20.0,22.0
Newcastle,Melbourne,QantasLink,2004-03-01,98,12.0,25.0
Perth,Broome,QantasLink,2004-03-01,39,3.0,3.0
Perth,Kalgoorlie,QantasLink,2004-03-01,33,2.0,1.0
Proserpine,Brisbane,QantasLink,2004-03-01,17,1.0,1.0
Rockhampton,Brisbane,QantasLink,2004-03-01,124,6.0,5.0
Sunshine Coast,Melbourne,QantasLink,2004-03-01,28,5.0,3.0
Sunshine Coast,Sydney,QantasLink,2004-03-01,58,6.0,3.0
Sydney,Albury,QantasLink,2004-03-01,121,17.0,19.0
Sydney,Brisbane,QantasLink,2004-03-01,2,0.0,0.0
Sydney,Canberra,QantasLink,2004-03-01,521,35.0,40.0
Sydney,Coffs Harbour,QantasLink,2004-03-01,178,18.0,31.0
Sydney,Dubbo,QantasLink,2004-03-01,142,19.0,11.0
Sydney,Gold Coast,QantasLink,2004-03-01,60,7.0,6.0
Sydney,Sunshine Coast,QantasLink,2004-03-01,58,6.0,7.0
Sydney,Wagga Wagga,QantasLink,2004-03-01,137,7.0,11.0
Townsville,Brisbane,QantasLink,2004-03-01,29,2.0,2.0
Wagga Wagga,Sydney,QantasLink,2004-03-01,137,6.0,10.0
Albury,Sydney,Regional Express,2004-03-01,89,4.0,7.0
Burnie,Melbourne,Regional Express,2004-03-01,56,5.0,7.0
Canberra,Sydney,Regional Express,2004-03-01,151,3.0,6.0
Devonport,Melbourne,Regional Express,2004-03-01,31,3.0,5.0
Dubbo,Sydney,Regional Express,2004-03-01,108,13.0,17.0
Melbourne,Burnie,Regional Express,2004-03-01,56,2.0,3.0
Melbourne,Devonport,Regional Express,2004-03-01,31,3.0,3.0
Melbourne,Mildura,Regional Express,2004-03-01,79,11.0,14.0
Mildura,Melbourne,Regional Express,2004-03-01,79,13.0,11.0
Sydney,Albury,Regional Express,2004-03-01,89,2.0,2.0
Sydney,Canberra,Regional Express,2004-03-01,151,8.0,6.0
Sydney,Dubbo,Regional Express,2004-03-01,107,10.0,9.0
Sydney,Wagga Wagga,Regional Express,2004-03-01,86,6.0,6.0
Wagga Wagga,Sydney,Regional Express,2004-03-01,86,5.0,8.0
Broome,Perth,Skywest,2004-03-01,14,1.0,1.0
Kalgoorlie,Perth,Skywest,2004-03-01,40,0.0,0.0
Perth,Broome,Skywest,2004-03-01,14,0.0,1.0
Perth,Kalgoorlie,Skywest,2004-03-01,40,1.0,1.0
Adelaide,Brisbane,Virgin Australia,2004-03-01,62,4.0,10.0
Adelaide,Canberra,Virgin Australia,2004-03-01,27,0.0,0.0
Adelaide,Gold Coast,Virgin Australia,2004-03-01,31,2.0,6.0
Adelaide,Melbourne,Virgin Australia,2004-03-01,206,12.0,16.0
Adelaide,Perth,Virgin Australia,2004-03-01,62,0.0,3.0
Adelaide,Sydney,Virgin Australia,2004-03-01,154,9.0,10.0
Alice Springs,Sydney,Virgin Australia,2004-03-01,31,1.0,0.0
Brisbane,Adelaide,Virgin Australia,2004-03-01,62,6.0,5.0
Brisbane,Cairns,Virgin Australia,2004-03-01,94,10.0,11.0
Brisbane,Canberra,Virgin Australia,2004-03-01,89,6.0,9.0
Brisbane,Darwin,Virgin Australia,2004-03-01,31,2.0,1.0
Brisbane,Mackay,Virgin Australia,2004-03-01,62,0.0,1.0
Brisbane,Melbourne,Virgin Australia,2004-03-01,299,24.0,21.0
Brisbane,Perth,Virgin Australia,2004-03-01,31,3.0,3.0
Brisbane,Proserpine,Virgin Australia,2004-03-01,31,2.0,2.0
Brisbane,Rockhampton,Virgin Australia,2004-03-01,31,2.0,3.0
Brisbane,Sydney,Virgin Australia,2004-03-01,481,29.0,25.0
Brisbane,Townsville,Virgin Australia,2004-03-01,70,13.0,12.0
Cairns,Brisbane,Virgin Australia,2004-03-01,92,7.0,5.0
Cairns,Melbourne,Virgin Australia,2004-03-01,31,7.0,7.0
Cairns,Sydney,Virgin Australia,2004-03-01,82,1.0,2.0
Canberra,Adelaide,Virgin Australia,2004-03-01,27,1.0,1.0
Canberra,Brisbane,Virgin Australia,2004-03-01,89,3.0,4.0
Canberra,Melbourne,Virgin Australia,2004-03-01,105,4.0,7.0
Canberra,Sydney,Virgin Australia,2004-03-01,27,0.0,1.0
Coffs Harbour,Sydney,Virgin Australia,2004-03-01,31,2.0,2.0
Darwin,Brisbane,Virgin Australia,2004-03-01,31,2.0,4.0
Darwin,Sydney,Virgin Australia,2004-03-01,20,4.0,1.0
Gold Coast,Adelaide,Virgin Australia,2004-03-01,31,1.0,1.0
Gold Coast,Melbourne,Virgin Australia,2004-03-01,124,21.0,14.0
Gold Coast,Sydney,Virgin Australia,2004-03-01,216,10.0,9.0
Hobart,Melbourne,Virgin Australia,2004-03-01,120,12.0,17.0
Launceston,Melbourne,Virgin Australia,2004-03-01,82,5.0,4.0
Mackay,Brisbane,Virgin Australia,2004-03-01,62,2.0,3.0
Melbourne,Adelaide,Virgin Australia,2004-03-01,206,13.0,18.0
Melbourne,Brisbane,Virgin Australia,2004-03-01,301,32.0,39.0
Melbourne,Cairns,Virgin Australia,2004-03-01,31,4.0,5.0
Melbourne,Canberra,Virgin Australia,2004-03-01,105,5.0,5.0
Melbourne,Gold Coast,Virgin Australia,2004-03-01,124,10.0,13.0
Melbourne,Hobart,Virgin Australia,2004-03-01,120,11.0,12.0
Melbourne,Launceston,Virgin Australia,2004-03-01,82,10.0,9.0
Melbourne,Newcastle,Virgin Australia,2004-03-01,31,1.0,5.0
Melbourne,Perth,Virgin Australia,2004-03-01,124,14.0,16.0
Melbourne,Sunshine Coast,Virgin Australia,2004-03-01,31,2.0,3.0
Melbourne,Sydney,Virgin Australia,2004-03-01,640,48.0,56.0
Newcastle,Melbourne,Virgin Australia,2004-03-01,31,7.0,1.0
Perth,Adelaide,Virgin Australia,2004-03-01,62,2.0,0.0
Perth,Brisbane,Virgin Australia,2004-03-01,31,3.0,1.0
Perth,Melbourne,Virgin Australia,2004-03-01,123,5.0,7.0
Perth,Sydney,Virgin Australia,2004-03-01,123,5.0,3.0
Proserpine,Brisbane,Virgin Australia,2004-03-01,31,2.0,2.0
Rockhampton,Brisbane,Virgin Australia,2004-03-01,31,2.0,3.0
Sunshine Coast,Melbourne,Virgin Australia,2004-03-01,31,3.0,1.0
Sunshine Coast,Sydney,Virgin Australia,2004-03-01,31,3.0,4.0
Sydney,Adelaide,Virgin Australia,2004-03-01,155,20.0,19.0
Sydney,Alice Springs,Virgin Australia,2004-03-01,31,5.0,0.0
Sydney,Brisbane,Virgin Australia,2004-03-01,477,19.0,25.0
Sydney,Cairns,Virgin Australia,2004-03-01,82,6.0,5.0
Sydney,Canberra,Virgin Australia,2004-03-01,27,2.0,2.0
Sydney,Coffs Harbour,Virgin Australia,2004-03-01,31,2.0,3.0
Sydney,Darwin,Virgin Australia,2004-03-01,21,0.0,1.0
Sydney,Gold Coast,Virgin Australia,2004-03-01,217,13.0,12.0
Sydney,Melbourne,Virgin Australia,2004-03-01,641,46.0,41.0
Sydney,Perth,Virgin Australia,2004-03-01,124,9.0,13.0
Sydney,Sunshine Coast,Virgin Australia,2004-03-01,31,2.0,3.0
Townsville,Brisbane,Virgin Australia,2004-03-01,70,9.0,7.0
Adelaide,Brisbane,Qantas,2004-04-01,91,12.0,6.0
Adelaide,Canberra,Qantas,2004-04-01,48,2.0,2.0
Adelaide,Gold Coast,Qantas,2004-04-01,8,0.0,0.0
Adelaide,Melbourne,Qantas,2004-04-01,338,22.0,20.0
Adelaide,Perth,Qantas,2004-04-01,125,16.0,13.0
Adelaide,Sydney,Qantas,2004-04-01,297,22.0,21.0
Alice Springs,Sydney,Qantas,2004-04-01,30,2.0,1.0
Brisbane,Adelaide,Qantas,2004-04-01,90,12.0,3.0
Brisbane,Cairns,Qantas,2004-04-01,176,25.0,21.0
Brisbane,Canberra,Qantas,2004-04-01,116,16.0,7.0
Brisbane,Darwin,Qantas,2004-04-01,60,9.0,4.0
Brisbane,Melbourne,Qantas,2004-04-01,449,38.0,19.0
Brisbane,Perth,Qantas,2004-04-01,60,10.0,4.0
Brisbane,Sydney,Qantas,2004-04-01,595,56.0,50.0
Brisbane,Townsville,Qantas,2004-04-01,115,22.0,19.0
Broome,Perth,Qantas,2004-04-01,29,12.0,9.0
Cairns,Brisbane,Qantas,2004-04-01,175,14.0,11.0
Cairns,Melbourne,Qantas,2004-04-01,30,1.0,1.0
Cairns,Sydney,Qantas,2004-04-01,120,7.0,6.0
Canberra,Adelaide,Qantas,2004-04-01,48,3.0,3.0
Canberra,Brisbane,Qantas,2004-04-01,117,12.0,19.0
Canberra,Melbourne,Qantas,2004-04-01,239,29.0,22.0
Canberra,Sydney,Qantas,2004-04-01,132,11.0,15.0
Darwin,Brisbane,Qantas,2004-04-01,60,3.0,1.0
Darwin,Sydney,Qantas,2004-04-01,31,7.0,4.0
Gold Coast,Adelaide,Qantas,2004-04-01,8,0.0,0.0
Gold Coast,Melbourne,Qantas,2004-04-01,90,19.0,12.0
Gold Coast,Sydney,Qantas,2004-04-01,208,35.0,25.0
Kalgoorlie,Perth,Qantas,2004-04-01,44,12.0,7.0
Melbourne,Adelaide,Qantas,2004-04-01,345,41.0,27.0
Melbourne,Brisbane,Qantas,2004-04-01,454,34.0,29.0
Melbourne,Cairns,Qantas,2004-04-01,30,1.0,3.0
Melbourne,Canberra,Qantas,2004-04-01,211,23.0,25.0
Melbourne,Gold Coast,Qantas,2004-04-01,91,19.0,22.0
Melbourne,Perth,Qantas,2004-04-01,168,23.0,13.0
Melbourne,Sydney,Qantas,2004-04-01,820,86.0,91.0
Perth,Adelaide,Qantas,2004-04-01,122,14.0,14.0
Perth,Brisbane,Qantas,2004-04-01,60,11.0,12.0
Perth,Broome,Qantas,2004-04-01,30,7.0,5.0
Perth,Kalgoorlie,Qantas,2004-04-01,44,4.0,5.0
Perth,Melbourne,Qantas,2004-04-01,172,20.0,18.0
Perth,Sydney,Qantas,2004-04-01,146,19.0,25.0
Sydney,Adelaide,Qantas,2004-04-01,299,49.0,20.0
Sydney,Alice Springs,Qantas,2004-04-01,30,6.0,1.0
Sydney,Brisbane,Qantas,2004-04-01,584,52.0,54.0
Sydney,Cairns,Qantas,2004-04-01,120,16.0,10.0
Sydney,Canberra,Qantas,2004-04-01,161,16.0,14.0
Sydney,Darwin,Qantas,2004-04-01,30,1.0,3.0
Sydney,Gold Coast,Qantas,2004-04-01,207,30.0,25.0
Sydney,Melbourne,Qantas,2004-04-01,799,91.0,83.0
Sydney,Perth,Qantas,2004-04-01,152,33.0,16.0
Sydney,Townsville,Qantas,2004-04-01,30,5.0,4.0
Townsville,Brisbane,Qantas,2004-04-01,116,13.0,11.0
Townsville,Sydney,Qantas,2004-04-01,31,10.0,10.0
Albury,Sydney,QantasLink,2004-04-01,112,16.0,12.0
Brisbane,Mackay,QantasLink,2004-04-01,104,7.0,6.0
Brisbane,Proserpine,QantasLink,2004-04-01,17,3.0,2.0
Brisbane,Rockhampton,QantasLink,2004-04-01,170,14.0,14.0
Brisbane,Townsville,QantasLink,2004-04-01,30,3.0,2.0
Broome,Perth,QantasLink,2004-04-01,47,2.0,1.0
Burnie,Melbourne,QantasLink,2004-04-01,91,13.0,25.0
Canberra,Melbourne,QantasLink,2004-04-01,88,8.0,8.0
Canberra,Sydney,QantasLink,2004-04-01,468,44.0,40.0
Coffs Harbour,Sydney,QantasLink,2004-04-01,169,19.0,19.0
Devonport,Melbourne,QantasLink,2004-04-01,145,6.0,19.0
Dubbo,Sydney,QantasLink,2004-04-01,133,15.0,13.0
Gold Coast,Melbourne,QantasLink,2004-04-01,30,3.0,2.0
Gold Coast,Sydney,QantasLink,2004-04-01,51,4.0,4.0
Hobart,Melbourne,QantasLink,2004-04-01,268,37.0,34.0
Kalgoorlie,Perth,QantasLink,2004-04-01,35,3.0,3.0
Launceston,Melbourne,QantasLink,2004-04-01,149,17.0,20.0
Mackay,Brisbane,QantasLink,2004-04-01,104,7.0,9.0
Melbourne,Burnie,QantasLink,2004-04-01,91,19.0,25.0
Melbourne,Canberra,QantasLink,2004-04-01,89,12.0,9.0
Melbourne,Devonport,QantasLink,2004-04-01,145,12.0,11.0
Melbourne,Gold Coast,QantasLink,2004-04-01,30,12.0,10.0
Melbourne,Hobart,QantasLink,2004-04-01,268,39.0,33.0
Melbourne,Launceston,QantasLink,2004-04-01,149,21.0,21.0
Melbourne,Mildura,QantasLink,2004-04-01,134,12.0,14.0
Melbourne,Newcastle,QantasLink,2004-04-01,87,12.0,15.0
Melbourne,Sunshine Coast,QantasLink,2004-04-01,30,2.0,2.0
Mildura,Melbourne,QantasLink,2004-04-01,133,11.0,13.0
Newcastle,Melbourne,QantasLink,2004-04-01,88,16.0,19.0
Perth,Broome,QantasLink,2004-04-01,48,4.0,1.0
Perth,Kalgoorlie,QantasLink,2004-04-01,35,3.0,3.0
Proserpine,Brisbane,QantasLink,2004-04-01,17,2.0,2.0
Rockhampton,Brisbane,QantasLink,2004-04-01,120,7.0,3.0
Sunshine Coast,Melbourne,QantasLink,2004-04-01,30,3.0,1.0
Sunshine Coast,Sydney,QantasLink,2004-04-01,60,9.0,8.0
Sydney,Albury,QantasLink,2004-04-01,112,10.0,16.0
Sydney,Canberra,QantasLink,2004-04-01,470,24.0,34.0
Sydney,Coffs Harbour,QantasLink,2004-04-01,169,18.0,18.0
Sydney,Dubbo,QantasLink,2004-04-01,132,14.0,14.0
Sydney,Gold Coast,QantasLink,2004-04-01,51,5.0,5.0
Sydney,Sunshine Coast,QantasLink,2004-04-01,60,8.0,8.0
Sydney,Wagga Wagga,QantasLink,2004-04-01,129,12.0,22.0
Townsville,Brisbane,QantasLink,2004-04-01,30,1.0,0.0
Wagga Wagga,Sydney,QantasLink,2004-04-01,128,16.0,24.0
Albury,Sydney,Regional Express,2004-04-01,78,2.0,4.0
Burnie,Melbourne,Regional Express,2004-04-01,59,7.0,7.0
Canberra,Sydney,Regional Express,2004-04-01,132,8.0,10.0
Devonport,Melbourne,Regional Express,2004-04-01,30,3.0,3.0
Dubbo,Sydney,Regional Express,2004-04-01,95,9.0,12.0
Melbourne,Burnie,Regional Express,2004-04-01,59,2.0,2.0
Melbourne,Devonport,Regional Express,2004-04-01,30,2.0,3.0
Melbourne,Mildura,Regional Express,2004-04-01,72,6.0,6.0
Mildura,Melbourne,Regional Express,2004-04-01,73,3.0,5.0
Sydney,Albury,Regional Express,2004-04-01,79,6.0,6.0
Sydney,Canberra,Regional Express,2004-04-01,132,9.0,8.0
Sydney,Dubbo,Regional Express,2004-04-01,96,8.0,8.0
Sydney,Wagga Wagga,Regional Express,2004-04-01,75,7.0,7.0
Wagga Wagga,Sydney,Regional Express,2004-04-01,75,5.0,7.0
Broome,Perth,Skywest,2004-04-01,16,2.0,2.0
Kalgoorlie,Perth,Skywest,2004-04-01,38,0.0,0.0
Perth,Broome,Skywest,2004-04-01,16,2.0,4.0
Perth,Kalgoorlie,Skywest,2004-04-01,38,0.0,0.0
Adelaide,Brisbane,Virgin Australia,2004-04-01,60,7.0,8.0
Adelaide,Canberra,Virgin Australia,2004-04-01,25,0.0,0.0
Adelaide,Gold Coast,Virgin Australia,2004-04-01,30,0.0,0.0
Adelaide,Melbourne,Virgin Australia,2004-04-01,198,15.0,12.0
Adelaide,Perth,Virgin Australia,2004-04-01,60,6.0,5.0
Adelaide,Sydney,Virgin Australia,2004-04-01,148,7.0,6.0
Alice Springs,Sydney,Virgin Australia,2004-04-01,30,2.0,2.0
Brisbane,Adelaide,Virgin Australia,2004-04-01,60,4.0,2.0
Brisbane,Cairns,Virgin Australia,2004-04-01,104,6.0,5.0
Brisbane,Canberra,Virgin Australia,2004-04-01,86,8.0,7.0
Brisbane,Darwin,Virgin Australia,2004-04-01,29,5.0,6.0
Brisbane,Mackay,Virgin Australia,2004-04-01,60,3.0,2.0
Brisbane,Melbourne,Virgin Australia,2004-04-01,284,29.0,36.0
Brisbane,Perth,Virgin Australia,2004-04-01,30,2.0,2.0
Brisbane,Proserpine,Virgin Australia,2004-04-01,30,3.0,3.0
Brisbane,Rockhampton,Virgin Australia,2004-04-01,30,5.0,5.0
Brisbane,Sydney,Virgin Australia,2004-04-01,495,43.0,41.0
Brisbane,Townsville,Virgin Australia,2004-04-01,80,1.0,3.0
Cairns,Brisbane,Virgin Australia,2004-04-01,104,5.0,5.0
Cairns,Melbourne,Virgin Australia,2004-04-01,54,5.0,2.0
Cairns,Sydney,Virgin Australia,2004-04-01,89,9.0,7.0
Canberra,Adelaide,Virgin Australia,2004-04-01,26,3.0,3.0
Canberra,Brisbane,Virgin Australia,2004-04-01,85,3.0,5.0
Canberra,Melbourne,Virgin Australia,2004-04-01,104,10.0,12.0
Canberra,Sydney,Virgin Australia,2004-04-01,26,2.0,4.0
Coffs Harbour,Sydney,Virgin Australia,2004-04-01,30,3.0,3.0
Darwin,Brisbane,Virgin Australia,2004-04-01,29,1.0,0.0
Darwin,Sydney,Virgin Australia,2004-04-01,30,5.0,8.0
Gold Coast,Adelaide,Virgin Australia,2004-04-01,30,4.0,2.0
Gold Coast,Melbourne,Virgin Australia,2004-04-01,135,11.0,7.0
Gold Coast,Sydney,Virgin Australia,2004-04-01,190,25.0,21.0
Hobart,Melbourne,Virgin Australia,2004-04-01,116,12.0,14.0
Launceston,Melbourne,Virgin Australia,2004-04-01,62,10.0,9.0
Mackay,Brisbane,Virgin Australia,2004-04-01,60,2.0,2.0
Melbourne,Adelaide,Virgin Australia,2004-04-01,198,25.0,22.0
Melbourne,Brisbane,Virgin Australia,2004-04-01,284,29.0,30.0
Melbourne,Cairns,Virgin Australia,2004-04-01,54,4.0,7.0
Melbourne,Canberra,Virgin Australia,2004-04-01,104,17.0,15.0
Melbourne,Gold Coast,Virgin Australia,2004-04-01,135,11.0,9.0
Melbourne,Hobart,Virgin Australia,2004-04-01,116,12.0,11.0
Melbourne,Launceston,Virgin Australia,2004-04-01,62,5.0,9.0
Melbourne,Newcastle,Virgin Australia,2004-04-01,30,1.0,3.0
Melbourne,Perth,Virgin Australia,2004-04-01,120,10.0,10.0
Melbourne,Sunshine Coast,Virgin Australia,2004-04-01,30,2.0,1.0
Melbourne,Sydney,Virgin Australia,2004-04-01,612,59.0,61.0
Newcastle,Melbourne,Virgin Australia,2004-04-01,30,5.0,2.0
Perth,Adelaide,Virgin Australia,2004-04-01,60,2.0,3.0
Perth,Brisbane,Virgin Australia,2004-04-01,30,3.0,3.0
Perth,Melbourne,Virgin Australia,2004-04-01,119,8.0,10.0
Perth,Sydney,Virgin Australia,2004-04-01,120,11.0,6.0
Proserpine,Brisbane,Virgin Australia,2004-04-01,30,3.0,2.0
Rockhampton,Brisbane,Virgin Australia,2004-04-01,30,3.0,3.0
Sunshine Coast,Melbourne,Virgin Australia,2004-04-01,30,1.0,1.0
Sunshine Coast,Sydney,Virgin Australia,2004-04-01,30,3.0,3.0
Sydney,Adelaide,Virgin Australia,2004-04-01,149,13.0,8.0
Sydney,Alice Springs,Virgin Australia,2004-04-01,30,5.0,2.0
Sydney,Brisbane,Virgin Australia,2004-04-01,496,41.0,44.0
Sydney,Cairns,Virgin Australia,2004-04-01,89,10.0,15.0
Sydney,Canberra,Virgin Australia,2004-04-01,26,1.0,1.0
Sydney,Coffs Harbour,Virgin Australia,2004-04-01,30,2.0,2.0
Sydney,Darwin,Virgin Australia,2004-04-01,30,1.0,2.0
Sydney,Gold Coast,Virgin Australia,2004-04-01,190,24.0,31.0
Sydney,Melbourne,Virgin Australia,2004-04-01,611,46.0,42.0
Sydney,Perth,Virgin Australia,2004-04-01,119,10.0,9.0
Sydney,Sunshine Coast,Virgin Australia,2004-04-01,30,3.0,3.0
Sydney,Townsville,Virgin Australia,2004-04-01,30,3.0,5.0
Townsville,Brisbane,Virgin Australia,2004-04-01,80,8.0,6.0
Townsville,Sydney,Virgin Australia,2004-04-01,30,4.0,3.0
Brisbane,Cairns,Jetstar,2004-05-01,14,2.0,2.0
Brisbane,Mackay,Jetstar,2004-05-01,21,1.0,1.0
Brisbane,Proserpine,Jetstar,2004-05-01,4,0.0,0.0
Cairns,Brisbane,Jetstar,2004-05-01,14,2.0,0.0
Gold Coast,Melbourne,Jetstar,2004-05-01,28,5.0,2.0
Gold Coast,Sydney,Jetstar,2004-05-01,61,9.0,8.0
Hobart,Melbourne,Jetstar,2004-05-01,53,5.0,3.0
Launceston,Melbourne,Jetstar,2004-05-01,28,2.0,1.0
Mackay,Brisbane,Jetstar,2004-05-01,21,1.0,1.0
Melbourne,Gold Coast,Jetstar,2004-05-01,28,4.0,2.0
Melbourne,Hobart,Jetstar,2004-05-01,52,3.0,2.0
Melbourne,Launceston,Jetstar,2004-05-01,28,4.0,3.0
Melbourne,Newcastle,Jetstar,2004-05-01,7,1.0,1.0
Melbourne,Sunshine Coast,Jetstar,2004-05-01,7,1.0,1.0
Newcastle,Melbourne,Jetstar,2004-05-01,7,0.0,0.0
Proserpine,Brisbane,Jetstar,2004-05-01,4,0.0,0.0
Rockhampton,Brisbane,Jetstar,2004-05-01,13,2.0,2.0
Sunshine Coast,Melbourne,Jetstar,2004-05-01,7,1.0,0.0
Sunshine Coast,Sydney,Jetstar,2004-05-01,14,5.0,0.0
Sydney,Gold Coast,Jetstar,2004-05-01,61,6.0,3.0
Sydney,Sunshine Coast,Jetstar,2004-05-01,14,1.0,1.0
Adelaide,Brisbane,Qantas,2004-05-01,93,13.0,7.0
Adelaide,Canberra,Qantas,2004-05-01,47,4.0,4.0
Adelaide,Gold Coast,Qantas,2004-05-01,10,0.0,0.0
Adelaide,Melbourne,Qantas,2004-05-01,353,20.0,22.0
Adelaide,Perth,Qantas,2004-05-01,128,10.0,11.0
Adelaide,Sydney,Qantas,2004-05-01,310,23.0,17.0
Alice Springs,Sydney,Qantas,2004-05-01,31,4.0,0.0
Brisbane,Adelaide,Qantas,2004-05-01,93,11.0,3.0
Brisbane,Cairns,Qantas,2004-05-01,172,16.0,13.0
Brisbane,Canberra,Qantas,2004-05-01,120,13.0,12.0
Brisbane,Darwin,Qantas,2004-05-01,62,5.0,4.0
Brisbane,Mackay,Qantas,2004-05-01,7,2.0,2.0
Brisbane,Melbourne,Qantas,2004-05-01,461,31.0,22.0
Brisbane,Perth,Qantas,2004-05-01,62,4.0,4.0
Brisbane,Rockhampton,Qantas,2004-05-01,7,0.0,0.0
Brisbane,Sydney,Qantas,2004-05-01,603,44.0,47.0
Brisbane,Townsville,Qantas,2004-05-01,131,15.0,18.0
Broome,Perth,Qantas,2004-05-01,31,9.0,7.0
Cairns,Brisbane,Qantas,2004-05-01,171,16.0,11.0
Cairns,Melbourne,Qantas,2004-05-01,31,2.0,1.0
Cairns,Sydney,Qantas,2004-05-01,119,11.0,4.0
Canberra,Adelaide,Qantas,2004-05-01,47,1.0,1.0
Canberra,Brisbane,Qantas,2004-05-01,119,5.0,6.0
Canberra,Melbourne,Qantas,2004-05-01,244,29.0,25.0
Canberra,Sydney,Qantas,2004-05-01,135,8.0,10.0
Darwin,Brisbane,Qantas,2004-05-01,62,7.0,3.0
Darwin,Sydney,Qantas,2004-05-01,40,6.0,1.0
Gold Coast,Adelaide,Qantas,2004-05-01,10,0.0,0.0
Gold Coast,Melbourne,Qantas,2004-05-01,86,7.0,6.0
Gold Coast,Sydney,Qantas,2004-05-01,188,19.0,6.0
Hobart,Melbourne,Qantas,2004-05-01,14,1.0,1.0
Kalgoorlie,Perth,Qantas,2004-05-01,47,6.0,1.0
Launceston,Melbourne,Qantas,2004-05-01,7,0.0,0.0
Mackay,Brisbane,Qantas,2004-05-01,7,6.0,3.0
Melbourne,Adelaide,Qantas,2004-05-01,356,26.0,22.0
Melbourne,Brisbane,Qantas,2004-05-01,467,25.0,20.0
Melbourne,Cairns,Qantas,2004-05-01,31,2.0,3.0
Melbourne,Canberra,Qantas,2004-05-01,213,22.0,20.0
Melbourne,Gold Coast,Qantas,2004-05-01,86,8.0,9.0
Melbourne,Hobart,Qantas,2004-05-01,15,4.0,4.0
Melbourne,Launceston,Qantas,2004-05-01,9,2.0,3.0
Melbourne,Perth,Qantas,2004-05-01,171,23.0,22.0
Melbourne,Sunshine Coast,Qantas,2004-05-01,1,0.0,0.0
Melbourne,Sydney,Qantas,2004-05-01,841,49.0,49.0
Perth,Adelaide,Qantas,2004-05-01,124,15.0,16.0
Perth,Brisbane,Qantas,2004-05-01,62,5.0,3.0
Perth,Broome,Qantas,2004-05-01,33,6.0,7.0
Perth,Kalgoorlie,Qantas,2004-05-01,48,8.0,10.0
Perth,Melbourne,Qantas,2004-05-01,178,28.0,24.0
Perth,Sydney,Qantas,2004-05-01,154,26.0,28.0
Sydney,Adelaide,Qantas,2004-05-01,308,40.0,18.0
Sydney,Alice Springs,Qantas,2004-05-01,31,1.0,1.0
Sydney,Brisbane,Qantas,2004-05-01,603,44.0,39.0
Sydney,Cairns,Qantas,2004-05-01,120,15.0,10.0
Sydney,Canberra,Qantas,2004-05-01,166,11.0,13.0
Sydney,Darwin,Qantas,2004-05-01,39,5.0,12.0
Sydney,Gold Coast,Qantas,2004-05-01,189,18.0,15.0
Sydney,Melbourne,Qantas,2004-05-01,817,51.0,46.0
Sydney,Perth,Qantas,2004-05-01,156,23.0,22.0
Sydney,Townsville,Qantas,2004-05-01,31,1.0,1.0
