City1,City2,Month,Passenger_Trips,Aircraft_Trips,Route_Distance,Seats
CANBERRA,SYDNEY,Nov-84,48623,753,236,76572
COFFS HARBOUR,SYDNEY,Nov-84,5891,148,443,7671
DEVONPORT,MELBOURNE,Nov-84,5306,193,412,9133
DUBBO,SYDNEY,Nov-84,5908,147,310,7784
GOLD COAST,SYDNEY,Nov-84,33429,396,680,43698
HOBART,MELBOURNE,Nov-84,24071,321,618,31507
KALGOORLIE,PERTH,Nov-84,6384,238,538,9991
KARRATHA,PERTH,Nov-84,6747,148,1250,9217
LAUNCESTON,MELBOURNE,Nov-84,29893,533,476,43198
MELBOURNE,BURNIE,Nov-84,5355,171,378,8089
MELBOURNE,GOLD COAST,Nov-84,9602,85,1330,10936
MELBOURNE,MILDURA,Nov-84,3842,335,457,8956
MELBOURNE,PERTH,Nov-84,23668,227,2706,29511
MELBOURNE,SYDNEY,Nov-84,177973,1529,706,242140
PERTH,SYDNEY,Nov-84,14354,122,3284,18216
SUNSHINE COAST,SYDNEY,Nov-84,3900,107,837,6736
SYDNEY,TOWNSVILLE,Nov-84,3038,37,1690,4139
SYDNEY,WAGGA WAGGA,Nov-84,5338,162,367,8328
ADELAIDE,ALICE SPRINGS,Dec-84,10760,106,1316,14404
ADELAIDE,BRISBANE,Dec-84,3737,35,1622,4266
ADELAIDE,CANBERRA,Dec-84,1383,15,972,1827
ADELAIDE,DARWIN,Dec-84,4319,37,2619,5544
ADELAIDE,GOLD COAST,Dec-84,1247,16,1607,1667
ADELAIDE,MELBOURNE,Dec-84,49776,621,643,72454
ADELAIDE,PERTH,Dec-84,16358,133,2120,19043
ADELAIDE,SYDNEY,Dec-84,35490,355,1167,44529
ALBURY,SYDNEY,Dec-84,10929,192,452,13426
ALICE SPRINGS,DARWIN,Dec-84,6103,67,1305,9404
ALICE SPRINGS,SYDNEY,Dec-84,2349,23,2022,3187
BRISBANE,CAIRNS,Dec-84,2548,37,1391,3609
BRISBANE,CANBERRA,Dec-84,272,5,956,594
BRISBANE,DARWIN,Dec-84,3931,36,2852,5234
BRISBANE,MACKAY,Dec-84,1002,37,797,1411
BRISBANE,MELBOURNE,Dec-84,31252,348,1381,39610
BRISBANE,PERTH,Dec-84,811,6,3615,998
BRISBANE,PROSERPINE,Dec-84,6269,92,895,8917
BRISBANE,ROCKHAMPTON,Dec-84,19088,278,518,24630
BRISBANE,SYDNEY,Dec-84,94457,955,753,124778
BRISBANE,TOWNSVILLE,Dec-84,33753,370,1112,40134
BROOME,PERTH,Dec-84,430,9,1677,610
CAIRNS,SYDNEY,Dec-84,341,4,1971,450
CANBERRA,MELBOURNE,Dec-84,23742,324,470,37389
CANBERRA,SYDNEY,Dec-84,37285,666,236,61935
COFFS HARBOUR,SYDNEY,Dec-84,6536,169,443,8761
DARWIN,SYDNEY,Dec-84,1191,10,3155,1440
DEVONPORT,MELBOURNE,Dec-84,9120,279,412,12545
DUBBO,SYDNEY,Dec-84,5306,138,310,7239
GOLD COAST,SYDNEY,Dec-84,36586,456,680,49913
HOBART,MELBOURNE,Dec-84,26165,343,618,35745
KALGOORLIE,PERTH,Dec-84,5241,206,538,8267
KARRATHA,PERTH,Dec-84,8287,223,1250,14798
LAUNCESTON,MELBOURNE,Dec-84,34452,555,476,47651
MELBOURNE,BURNIE,Dec-84,8132,251,378,11201
MELBOURNE,GOLD COAST,Dec-84,13906,132,1330,17514
MELBOURNE,MILDURA,Dec-84,2950,295,457,7867
MELBOURNE,PERTH,Dec-84,28065,214,2706,34226
MELBOURNE,SYDNEY,Dec-84,139343,1309,706,191933
PERTH,SYDNEY,Dec-84,16750,121,3284,19253
SUNSHINE COAST,SYDNEY,Dec-84,5779,126,837,7906
SYDNEY,TOWNSVILLE,Dec-84,4987,55,1690,6008
SYDNEY,WAGGA WAGGA,Dec-84,4785,151,367,7793
ADELAIDE,ALICE SPRINGS,Jan-85,13321,126,1316,17574
ADELAIDE,BRISBANE,Jan-85,4025,31,1622,4057
ADELAIDE,CANBERRA,Jan-85,1683,16,972,1980
ADELAIDE,DARWIN,Jan-85,4819,42,2619,6234
ADELAIDE,GOLD COAST,Jan-85,1781,17,1607,2307
ADELAIDE,MELBOURNE,Jan-85,53416,656,643,80567
ADELAIDE,PERTH,Jan-85,19271,138,2120,22074
ADELAIDE,SYDNEY,Jan-85,38222,358,1167,47897
ALBURY,SYDNEY,Jan-85,11133,191,452,13269
ALICE SPRINGS,DARWIN,Jan-85,7901,92,1305,13125
ALICE SPRINGS,SYDNEY,Jan-85,2927,30,2022,4236
BRISBANE,CAIRNS,Jan-85,397,7,1391,614
BRISBANE,CANBERRA,Jan-85,262,4,956,408
BRISBANE,DARWIN,Jan-85,5276,41,2852,6843
BRISBANE,MACKAY,Jan-85,493,14,797,664
BRISBANE,MELBOURNE,Jan-85,35315,385,1381,43979
BRISBANE,PERTH,Jan-85,708,4,3615,710
BRISBANE,PROSERPINE,Jan-85,7722,84,895,9557
BRISBANE,ROCKHAMPTON,Jan-85,20845,280,518,27356
BRISBANE,SYDNEY,Jan-85,97198,933,753,134437
BRISBANE,TOWNSVILLE,Jan-85,36064,366,1112,42230
BROOME,PERTH,Jan-85,391,8,1677,536
CAIRNS,SYDNEY,Jan-85,61,1,1971,92
CANBERRA,MELBOURNE,Jan-85,23079,321,470,36986
CANBERRA,SYDNEY,Jan-85,38295,697,236,67184
COFFS HARBOUR,SYDNEY,Jan-85,6640,181,443,9339
DARWIN,SYDNEY,Jan-85,1001,12,3155,1794
DEVONPORT,MELBOURNE,Jan-85,12907,320,412,14870
DUBBO,SYDNEY,Jan-85,5104,162,310,8354
GOLD COAST,SYDNEY,Jan-85,49419,517,680,59685
HOBART,MELBOURNE,Jan-85,38398,442,618,48852
KALGOORLIE,PERTH,Jan-85,4600,220,538,8863
KARRATHA,PERTH,Jan-85,9477,222,1250,14580
LAUNCESTON,MELBOURNE,Jan-85,44404,602,476,58273
MELBOURNE,BURNIE,Jan-85,9753,289,378,12766
MELBOURNE,GOLD COAST,Jan-85,21651,165,1330,24575
MELBOURNE,MILDURA,Jan-85,2682,275,457,7210
MELBOURNE,PERTH,Jan-85,36015,262,2706,42875
MELBOURNE,SYDNEY,Jan-85,141317,1314,706,200734
PERTH,SYDNEY,Jan-85,22510,165,3284,25755
SUNSHINE COAST,SYDNEY,Jan-85,6858,141,837,8605
SYDNEY,TOWNSVILLE,Jan-85,5151,59,1690,5955
SYDNEY,WAGGA WAGGA,Jan-85,4290,161,367,8314
ADELAIDE,ALICE SPRINGS,Feb-85,10096,110,1316,14611
ADELAIDE,BRISBANE,Feb-85,2045,33,1622,3752
ADELAIDE,CANBERRA,Feb-85,1110,19,972,2098
ADELAIDE,DARWIN,Feb-85,957,10,2619,1439
ADELAIDE,GOLD COAST,Feb-85,814,18,1607,1902
ADELAIDE,MELBOURNE,Feb-85,53790,629,643,76298
ADELAIDE,PERTH,Feb-85,15134,116,2120,17476
ADELAIDE,SYDNEY,Feb-85,26014,296,1167,39356
ALBURY,SYDNEY,Feb-85,9954,173,452,12169
ALICE SPRINGS,DARWIN,Feb-85,6627,66,1305,9508
ALICE SPRINGS,SYDNEY,Feb-85,2006,26,2022,3495
BRISBANE,CAIRNS,Feb-85,87,8,1391,276
BRISBANE,CANBERRA,Feb-85,272,6,956,654
BRISBANE,DARWIN,Feb-85,561,8,2852,1152
BRISBANE,MACKAY,Feb-85,0,9,797,0
BRISBANE,MELBOURNE,Feb-85,16984,229,1381,25617
BRISBANE,PERTH,Feb-85,285,4,3615,576
BRISBANE,PROSERPINE,Feb-85,2344,85,895,8342
BRISBANE,ROCKHAMPTON,Feb-85,16605,242,518,23553
BRISBANE,SYDNEY,Feb-85,70938,917,753,131367
BRISBANE,TOWNSVILLE,Feb-85,26613,345,1112,34251
BROOME,PERTH,Feb-85,400,8,1677,522
CANBERRA,MELBOURNE,Feb-85,29255,369,470,46733
CANBERRA,SYDNEY,Feb-85,43633,701,236,72360
COFFS HARBOUR,SYDNEY,Feb-85,5432,139,443,7166
DEVONPORT,MELBOURNE,Feb-85,7049,198,412,8422
DUBBO,SYDNEY,Feb-85,5432,135,310,7129
GOLD COAST,SYDNEY,Feb-85,27583,369,680,40033
HOBART,MELBOURNE,Feb-85,19077,320,618,33351
KALGOORLIE,PERTH,Feb-85,5757,210,538,8763
KARRATHA,PERTH,Feb-85,7608,197,1250,13185
LAUNCESTON,MELBOURNE,Feb-85,33014,552,476,42709
MELBOURNE,BURNIE,Feb-85,6424,187,378,7461
MELBOURNE,GOLD COAST,Feb-85,7952,76,1330,10574
MELBOURNE,MILDURA,Feb-85,3228,315,457,8562
MELBOURNE,PERTH,Feb-85,24209,215,2706,28684
MELBOURNE,SYDNEY,Feb-85,162295,1412,706,223239
PERTH,SYDNEY,Feb-85,14593,118,3284,17290
SUNSHINE COAST,SYDNEY,Feb-85,3960,106,837,6758
SYDNEY,TOWNSVILLE,Feb-85,1340,16,1690,1553
SYDNEY,WAGGA WAGGA,Feb-85,4723,147,367,7630
ADELAIDE,ALICE SPRINGS,Mar-85,12237,124,1316,17067
ADELAIDE,BRISBANE,Mar-85,2701,38,1622,4781
ADELAIDE,CANBERRA,Mar-85,1770,23,972,2744
ADELAIDE,DARWIN,Mar-85,1026,14,2619,2016
ADELAIDE,GOLD COAST,Mar-85,1093,18,1607,1962
ADELAIDE,MELBOURNE,Mar-85,61800,694,643,86072
ADELAIDE,PERTH,Mar-85,19425,146,2120,22276
ADELAIDE,SYDNEY,Mar-85,33823,393,1167,51169
ALBURY,SYDNEY,Mar-85,11701,194,452,13559
ALICE SPRINGS,DARWIN,Mar-85,7584,76,1305,10944
ALICE SPRINGS,SYDNEY,Mar-85,2848,32,2022,4443
BRISBANE,CAIRNS,Mar-85,411,12,1391,552
BRISBANE,CANBERRA,Mar-85,454,12,956,1227
BRISBANE,DARWIN,Mar-85,793,8,2852,1153
BRISBANE,MACKAY,Mar-85,441,16,797,746
BRISBANE,MELBOURNE,Mar-85,24259,373,1381,40840
BRISBANE,PERTH,Mar-85,506,5,3615,720
BRISBANE,PROSERPINE,Mar-85,3159,78,895,7762
BRISBANE,ROCKHAMPTON,Mar-85,20510,282,518,27202
BRISBANE,SYDNEY,Mar-85,86068,971,753,132821
BRISBANE,TOWNSVILLE,Mar-85,32871,383,1112,40432
BROOME,PERTH,Mar-85,278,6,1677,416
CAIRNS,SYDNEY,Mar-85,129,2,1971,194
CANBERRA,MELBOURNE,Mar-85,33922,406,470,49377
CANBERRA,SYDNEY,Mar-85,53566,803,236,81905
COFFS HARBOUR,SYDNEY,Mar-85,6543,182,443,9428
DEVONPORT,MELBOURNE,Mar-85,9063,247,412,10600
DUBBO,SYDNEY,Mar-85,6015,157,310,8285
GOLD COAST,SYDNEY,Mar-85,31192,423,680,46695
HOBART,MELBOURNE,Mar-85,22813,318,618,33207
KALGOORLIE,PERTH,Mar-85,7106,243,538,10450
KARRATHA,PERTH,Mar-85,7943,211,1250,14159
LAUNCESTON,MELBOURNE,Mar-85,39523,670,476,53194
MELBOURNE,BURNIE,Mar-85,6655,203,378,8106
MELBOURNE,GOLD COAST,Mar-85,9566,95,1330,11824
MELBOURNE,MILDURA,Mar-85,3530,306,457,8248
MELBOURNE,PERTH,Mar-85,25766,231,2706,30206
MELBOURNE,SYDNEY,Mar-85,183790,1547,706,250395
PERTH,SYDNEY,Mar-85,15518,123,3284,18343
SUNSHINE COAST,MELBOURNE,Mar-85,549,18,1454,987
SUNSHINE COAST,SYDNEY,Mar-85,4649,123,837,7787
SYDNEY,TOWNSVILLE,Mar-85,1774,25,1690,2368
SYDNEY,WAGGA WAGGA,Mar-85,5783,167,367,8657
ADELAIDE,ALICE SPRINGS,Apr-85,13287,123,1316,16485
ADELAIDE,BRISBANE,Apr-85,2257,29,1622,3456
ADELAIDE,CANBERRA,Apr-85,1719,19,972,2295
ADELAIDE,DARWIN,Apr-85,1990,19,2619,2737
ADELAIDE,GOLD COAST,Apr-85,462,10,1607,960
ADELAIDE,MELBOURNE,Apr-85,58548,656,643,81204
ADELAIDE,PERTH,Apr-85,16733,134,2120,19779
ADELAIDE,SYDNEY,Apr-85,36701,376,1167,46813
ALBURY,SYDNEY,Apr-85,11251,192,452,13362
ALICE SPRINGS,DARWIN,Apr-85,7720,76,1305,10858
ALICE SPRINGS,SYDNEY,Apr-85,2612,26,2022,3658
BRISBANE,CAIRNS,Apr-85,2518,36,1391,3371
BRISBANE,CANBERRA,Apr-85,390,9,956,888
BRISBANE,DARWIN,Apr-85,1711,17,2852,2448
BRISBANE,MACKAY,Apr-85,846,22,797,1511
BRISBANE,MELBOURNE,Apr-85,27876,303,1381,35876
BRISBANE,PERTH,Apr-85,269,3,3615,432
BRISBANE,PROSERPINE,Apr-85,3781,58,895,6002
BRISBANE,ROCKHAMPTON,Apr-85,20223,272,518,26435
BRISBANE,SYDNEY,Apr-85,100756,927,753,135973
BRISBANE,TOWNSVILLE,Apr-85,34646,371,1112,40953
BROOME,PERTH,Apr-85,499,12,1677,744
CAIRNS,SYDNEY,Apr-85,105,1,1971,102
CANBERRA,MELBOURNE,Apr-85,29310,372,470,44142
CANBERRA,SYDNEY,Apr-85,47338,745,236,72828
COFFS HARBOUR,SYDNEY,Apr-85,7633,199,443,10030
DARWIN,SYDNEY,Apr-85,15,1,3155,144
DEVONPORT,MELBOURNE,Apr-85,9835,276,412,11764
DUBBO,SYDNEY,Apr-85,6221,156,310,7935
GOLD COAST,SYDNEY,Apr-85,36842,429,680,48413
HOBART,MELBOURNE,Apr-85,28840,370,618,39725
KALGOORLIE,PERTH,Apr-85,6238,228,538,9041
KARRATHA,PERTH,Apr-85,9615,228,1250,14635
LAUNCESTON,MELBOURNE,Apr-85,36832,612,476,51441
MELBOURNE,BURNIE,Apr-85,7219,220,378,8750
MELBOURNE,GOLD COAST,Apr-85,11742,108,1330,15015
MELBOURNE,MILDURA,Apr-85,3688,315,457,8478
MELBOURNE,PERTH,Apr-85,24628,219,2706,29180
MELBOURNE,SYDNEY,Apr-85,165372,1426,706,226848
PERTH,SYDNEY,Apr-85,14081,112,3284,16863
SUNSHINE COAST,MELBOURNE,Apr-85,916,22,1454,1210
SUNSHINE COAST,SYDNEY,Apr-85,5068,120,837,7598
SYDNEY,TOWNSVILLE,Apr-85,2460,29,1690,3071
SYDNEY,WAGGA WAGGA,Apr-85,5536,161,367,8082
ADELAIDE,ALICE SPRINGS,May-85,13926,125,1316,17214
ADELAIDE,BRISBANE,May-85,3009,33,1622,4066
ADELAIDE,CANBERRA,May-85,2024,22,972,2739
ADELAIDE,DARWIN,May-85,2384,20,2619,2795
ADELAIDE,GOLD COAST,May-85,1178,13,1607,1648
ADELAIDE,MELBOURNE,May-85,64635,720,643,88541
ADELAIDE,PERTH,May-85,18165,140,2120,20808
ADELAIDE,SYDNEY,May-85,39437,377,1167,49482
ALBURY,SYDNEY,May-85,12049,214,452,14552
ALICE SPRINGS,DARWIN,May-85,9821,93,1305,12922
ALICE SPRINGS,SYDNEY,May-85,4314,42,2022,5617
BRISBANE,CAIRNS,May-85,2275,35,1391,3151
BRISBANE,CANBERRA,May-85,657,10,956,970
BRISBANE,DARWIN,May-85,2247,16,2852,2707
BRISBANE,MACKAY,May-85,932,27,797,1627
BRISBANE,MELBOURNE,May-85,35302,388,1381,46696
BRISBANE,PERTH,May-85,608,5,3615,720
BRISBANE,PROSERPINE,May-85,5835,89,895,8696
BRISBANE,ROCKHAMPTON,May-85,22184,304,518,29579
BRISBANE,SYDNEY,May-85,105359,1037,753,147149
BRISBANE,TOWNSVILLE,May-85,35624,395,1112,42972
BROOME,PERTH,May-85,706,14,1677,910
CAIRNS,SYDNEY,May-85,288,3,1971,432
CANBERRA,MELBOURNE,May-85,35230,427,470,51809
CANBERRA,SYDNEY,May-85,54928,807,236,80895
COFFS HARBOUR,SYDNEY,May-85,8487,213,443,10530
DEVONPORT,MELBOURNE,May-85,8450,249,412,10696
DUBBO,SYDNEY,May-85,6629,167,310,8862
GOLD COAST,SYDNEY,May-85,39764,480,680,55770
HOBART,MELBOURNE,May-85,26745,363,618,36738
KALGOORLIE,PERTH,May-85,7561,243,538,9807
KARRATHA,PERTH,May-85,11215,246,1250,15796
LAUNCESTON,MELBOURNE,May-85,35027,632,476,48447
MELBOURNE,BURNIE,May-85,6467,205,378,8135
MELBOURNE,GOLD COAST,May-85,16505,161,1330,22517
MELBOURNE,MILDURA,May-85,3950,364,457,10051
MELBOURNE,PERTH,May-85,28869,258,2706,36086
MELBOURNE,SYDNEY,May-85,186797,1619,706,260890
PERTH,SYDNEY,May-85,16250,130,3284,19817
SUNSHINE COAST,MELBOURNE,May-85,1058,26,1454,1430
SUNSHINE COAST,SYDNEY,May-85,5385,126,837,7919
SYDNEY,TOWNSVILLE,May-85,7462,75,1690,9235
SYDNEY,WAGGA WAGGA,May-85,6333,180,367,9259
ADELAIDE,ALICE SPRINGS,Jun-85,13085,123,1316,16315
ADELAIDE,BRISBANE,Jun-85,2706,33,1622,3910
ADELAIDE,CANBERRA,Jun-85,1753,20,972,2398
ADELAIDE,DARWIN,Jun-85,2045,18,2619,2592
ADELAIDE,GOLD COAST,Jun-85,968,15,1607,1803
ADELAIDE,MELBOURNE,Jun-85,56283,651,643,80635
ADELAIDE,PERTH,Jun-85,16519,127,2120,19595
ADELAIDE,SYDNEY,Jun-85,33913,350,1167,46584
ALBURY,SYDNEY,Jun-85,11515,218,452,14539
ALICE SPRINGS,DARWIN,Jun-85,11351,94,1305,13292
ALICE SPRINGS,SYDNEY,Jun-85,3884,40,2022,5380
BRISBANE,CAIRNS,Jun-85,2889,37,1391,3958
BRISBANE,CANBERRA,Jun-85,252,4,956,368
BRISBANE,DARWIN,Jun-85,3181,22,2852,4083
BRISBANE,MACKAY,Jun-85,1859,31,797,2726
BRISBANE,MELBOURNE,Jun-85,28091,310,1381,36817
BRISBANE,PERTH,Jun-85,399,5,3615,720
BRISBANE,PROSERPINE,Jun-85,4170,75,895,7303
BRISBANE,ROCKHAMPTON,Jun-85,21512,290,518,28798
BRISBANE,SYDNEY,Jun-85,98762,948,753,137169
BRISBANE,TOWNSVILLE,Jun-85,35070,377,1112,41850
BROOME,PERTH,Jun-85,334,9,1677,509
CAIRNS,SYDNEY,Jun-85,306,5,1971,626
CANBERRA,MELBOURNE,Jun-85,26532,371,470,44818
CANBERRA,SYDNEY,Jun-85,44482,714,236,69721
COFFS HARBOUR,SYDNEY,Jun-85,6071,170,443,8294
DEVONPORT,MELBOURNE,Jun-85,11268,340,412,14944
DUBBO,SYDNEY,Jun-85,5640,154,310,7921
GOLD COAST,SYDNEY,Jun-85,31843,404,680,43383
HOBART,MELBOURNE,Jun-85,24643,333,618,34179
KALGOORLIE,PERTH,Jun-85,6839,220,538,8893
KARRATHA,PERTH,Jun-85,10241,219,1250,14343
LAUNCESTON,MELBOURNE,Jun-85,26771,491,476,39720
MELBOURNE,BURNIE,Jun-85,7487,252,378,10214
MELBOURNE,GOLD COAST,Jun-85,9488,93,1330,11920
MELBOURNE,MILDURA,Jun-85,3590,312,457,8778
MELBOURNE,PERTH,Jun-85,21760,213,2706,27065
MELBOURNE,SYDNEY,Jun-85,158857,1451,706,230562
PERTH,SYDNEY,Jun-85,11963,104,3284,15516
SUNSHINE COAST,MELBOURNE,Jun-85,763,22,1454,1209
SUNSHINE COAST,SYDNEY,Jun-85,4503,117,837,7406
SYDNEY,TOWNSVILLE,Jun-85,6113,73,1690,7419
SYDNEY,WAGGA WAGGA,Jun-85,5200,159,367,7975
ADELAIDE,ALICE SPRINGS,Jul-85,14767,129,1316,18459
ADELAIDE,BRISBANE,Jul-85,3491,41,1622,5104
ADELAIDE,CANBERRA,Jul-85,2490,35,972,4286
ADELAIDE,DARWIN,Jul-85,3323,24,2619,3656
ADELAIDE,GOLD COAST,Jul-85,1161,17,1607,1728
ADELAIDE,MELBOURNE,Jul-85,57657,701,643,87095
ADELAIDE,PERTH,Jul-85,15287,133,2120,19776
ADELAIDE,SYDNEY,Jul-85,28786,310,1167,38953
ALBURY,SYDNEY,Jul-85,9652,192,452,12535
ALICE SPRINGS,DARWIN,Jul-85,11549,110,1305,15692
ALICE SPRINGS,SYDNEY,Jul-85,4459,44,2022,5709
BRISBANE,CAIRNS,Jul-85,3495,37,1391,4557
BRISBANE,CANBERRA,Jul-85,2956,39,956,4597
BRISBANE,DARWIN,Jul-85,4070,30,2852,4963
BRISBANE,MACKAY,Jul-85,917,60,797,1708
BRISBANE,MELBOURNE,Jul-85,33947,355,1381,43578
BRISBANE,PERTH,Jul-85,365,4,3615,576
BRISBANE,PROSERPINE,Jul-85,4813,78,895,7640
BRISBANE,ROCKHAMPTON,Jul-85,21954,305,518,30115
BRISBANE,SYDNEY,Jul-85,84531,862,753,115955
BRISBANE,TOWNSVILLE,Jul-85,39156,431,1112,44699
BROOME,PERTH,Jul-85,297,6,1677,358
CAIRNS,SYDNEY,Jul-85,164,3,1971,338
CANBERRA,MELBOURNE,Jul-85,32571,440,470,53748
CANBERRA,SYDNEY,Jul-85,38576,654,236,63552
COFFS HARBOUR,SYDNEY,Jul-85,5762,160,443,8220
DARWIN,SYDNEY,Jul-85,241,3,3155,390
DEVONPORT,MELBOURNE,Jul-85,8322,282,412,12744
DUBBO,SYDNEY,Jul-85,5295,149,310,7879
GOLD COAST,SYDNEY,Jul-85,28026,362,680,39033
HOBART,MELBOURNE,Jul-85,18404,287,618,29541
KALGOORLIE,PERTH,Jul-85,7315,240,538,10146
KARRATHA,PERTH,Jul-85,10653,249,1250,16936
LAUNCESTON,MELBOURNE,Jul-85,21373,534,476,36287
MELBOURNE,BURNIE,Jul-85,5586,217,378,8923
MELBOURNE,GOLD COAST,Jul-85,12574,108,1330,15297
MELBOURNE,MILDURA,Jul-85,3669,331,457,9265
MELBOURNE,NEWCASTLE,Jul-85,911,14,836,1493
MELBOURNE,PERTH,Jul-85,22560,242,2706,29261
MELBOURNE,SYDNEY,Jul-85,144291,1376,706,207017
PERTH,SYDNEY,Jul-85,9760,89,3284,12808
SUNSHINE COAST,MELBOURNE,Jul-85,985,25,1454,1376
SUNSHINE COAST,SYDNEY,Jul-85,4379,107,837,6907
SYDNEY,TOWNSVILLE,Jul-85,5843,62,1690,6755
SYDNEY,WAGGA WAGGA,Jul-85,4924,149,367,7706
ADELAIDE,ALICE SPRINGS,Aug-85,16496,134,1316,19453
ADELAIDE,BRISBANE,Aug-85,4074,45,1622,5375
ADELAIDE,CANBERRA,Aug-85,1823,28,972,3154
ADELAIDE,DARWIN,Aug-85,2902,29,2619,4134
ADELAIDE,GOLD COAST,Aug-85,1526,20,1607,2241
ADELAIDE,MELBOURNE,Aug-85,63672,715,643,87582
ADELAIDE,PERTH,Aug-85,16571,141,2120,21299
ADELAIDE,SYDNEY,Aug-85,37637,375,1167,48690
ALBURY,SYDNEY,Aug-85,13684,271,452,16647
ALICE SPRINGS,DARWIN,Aug-85,12916,118,1305,17290
ALICE SPRINGS,SYDNEY,Aug-85,6066,59,2022,7858
BRISBANE,CAIRNS,Aug-85,3188,36,1391,4228
BRISBANE,CANBERRA,Aug-85,423,7,956,644
BRISBANE,DARWIN,Aug-85,4715,39,2852,6415
BRISBANE,MACKAY,Aug-85,800,20,797,1401
BRISBANE,MELBOURNE,Aug-85,42022,405,1381,50447
BRISBANE,PERTH,Aug-85,367,4,3615,576
BRISBANE,PROSERPINE,Aug-85,7277,90,895,9755
BRISBANE,ROCKHAMPTON,Aug-85,22302,303,518,29345
BRISBANE,SYDNEY,Aug-85,110313,1017,753,148870
BRISBANE,TOWNSVILLE,Aug-85,39783,401,1112,44105
BROOME,PERTH,Aug-85,1602,30,1677,2008
CAIRNS,MELBOURNE,Aug-85,32,1,2311,211
CAIRNS,SYDNEY,Aug-85,96,2,1971,194
CANBERRA,MELBOURNE,Aug-85,29309,432,470,51061
CANBERRA,SYDNEY,Aug-85,48873,861,236,80516
COFFS HARBOUR,SYDNEY,Aug-85,6325,170,443,8653
DARWIN,SYDNEY,Aug-85,128,1,3155,144
DEVONPORT,MELBOURNE,Aug-85,10280,329,412,15140
DUBBO,SYDNEY,Aug-85,6029,158,310,8282
GOLD COAST,SYDNEY,Aug-85,41652,490,680,56669
HOBART,MELBOURNE,Aug-85,23318,347,618,34960
KALGOORLIE,PERTH,Aug-85,7672,242,538,10438
KARRATHA,PERTH,Aug-85,12105,256,1250,17417
LAUNCESTON,MELBOURNE,Aug-85,26215,553,476,40331
MELBOURNE,BURNIE,Aug-85,5941,222,378,9140
MELBOURNE,GOLD COAST,Aug-85,24641,196,1330,29230
MELBOURNE,MILDURA,Aug-85,3675,300,457,8667
MELBOURNE,PERTH,Aug-85,26762,258,2706,34487
MELBOURNE,SYDNEY,Aug-85,183945,1615,706,257987
PERTH,SYDNEY,Aug-85,15921,139,3284,21428
SUNSHINE COAST,MELBOURNE,Aug-85,1290,26,1454,1430
SUNSHINE COAST,SYDNEY,Aug-85,6251,128,837,8014
SYDNEY,TOWNSVILLE,Aug-85,10860,101,1690,11882
SYDNEY,WAGGA WAGGA,Aug-85,5213,161,367,8184
ADELAIDE,ALICE SPRINGS,Sep-85,14614,123,1316,18132
ADELAIDE,BRISBANE,Sep-85,4018,41,1622,4912
ADELAIDE,CANBERRA,Sep-85,2543,32,972,3532
ADELAIDE,DARWIN,Sep-85,1843,18,2619,2659
ADELAIDE,GOLD COAST,Sep-85,1951,18,1607,2325
ADELAIDE,MELBOURNE,Sep-85,63492,705,643,86856
ADELAIDE,PERTH,Sep-85,17392,137,2120,20461
ADELAIDE,SYDNEY,Sep-85,38613,379,1167,49126
ALBURY,SYDNEY,Sep-85,14121,327,452,18507
ALICE SPRINGS,DARWIN,Sep-85,11761,114,1305,16971
ALICE SPRINGS,SYDNEY,Sep-85,6027,62,2022,8004
BRISBANE,CAIRNS,Sep-85,4275,51,1391,6055
BRISBANE,CANBERRA,Sep-85,664,12,956,1175
BRISBANE,DARWIN,Sep-85,3056,26,2852,4102
BRISBANE,MACKAY,Sep-85,905,20,797,1467
BRISBANE,MELBOURNE,Sep-85,38953,387,1381,47504
BRISBANE,PERTH,Sep-85,398,4,3615,576
BRISBANE,PROSERPINE,Sep-85,7255,88,895,9349
BRISBANE,ROCKHAMPTON,Sep-85,24578,303,518,29648
BRISBANE,SYDNEY,Sep-85,109502,1011,753,146003
BRISBANE,TOWNSVILLE,Sep-85,37691,398,1112,43423
BROOME,PERTH,Sep-85,831,15,1677,993
CAIRNS,MELBOURNE,Sep-85,0,1,2311,0
CAIRNS,SYDNEY,Sep-85,456,6,1971,614
CANBERRA,MELBOURNE,Sep-85,30388,425,470,49251
CANBERRA,SYDNEY,Sep-85,51020,952,236,82158
COFFS HARBOUR,SYDNEY,Sep-85,6045,166,443,8466
DARWIN,SYDNEY,Sep-85,156,1,3155,144
DEVONPORT,MELBOURNE,Sep-85,13258,376,412,17584
DUBBO,SYDNEY,Sep-85,5871,155,310,8076
GOLD COAST,SYDNEY,Sep-85,42461,494,680,54298
HOBART,MELBOURNE,Sep-85,26833,369,618,38224
KALGOORLIE,PERTH,Sep-85,7930,249,538,11122
KARRATHA,PERTH,Sep-85,11713,235,1250,16201
LAUNCESTON,MELBOURNE,Sep-85,32201,616,476,47424
MELBOURNE,BURNIE,Sep-85,6938,230,378,9388
MELBOURNE,GOLD COAST,Sep-85,24486,206,1330,30192
MELBOURNE,MILDURA,Sep-85,3928,315,457,8787
MELBOURNE,PERTH,Sep-85,32797,280,2706,42428
MELBOURNE,SYDNEY,Sep-85,174945,1595,706,248149
PERTH,SYDNEY,Sep-85,18305,152,3284,24022
SUNSHINE COAST,MELBOURNE,Sep-85,1190,26,1454,1430
